OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
5013YKRED-XL,145.0,8.0,37.0,0.0,0.0,37.0,182.0,0,0
5013YKRED-XS,41.0,4.0,5.0,0.0,0.0,5.0,46.0,0,0
5013YKRED-XXL,184.0,8.0,19.0,0.0,0.0,19.0,203.0,0,0
5014YKMAROON-3XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
5014YKMAROON-4XL,34.0,7.0,18.0,0.0,0.0,18.0,52.0,0,0
5014YKMAROON-5XL,101.0,7.0,6.0,2.0,0.0,8.0,109.0,0,0
5014YKMAROON-6XL,7.0,6.0,2.0,0.0,0.0,2.0,9.0,0,0
5014YKMAROON-7XL,2.0,0.0,6.0,0.0,0.0,12.0,14.0,6,0
5014YKMAROON-8XL,19.0,5.0,6.0,0.0,0.0,6.0,25.0,0,0
5014YKMAROON-L,1.0,0.0,4.0,0.0,0.0,4.0,5.0,0,0
5014YKMAROON-M,2.0,2.0,5.0,0.0,0.0,11.0,13.0,6,0
5014YKMAROON-S,4.0,4.0,1.0,0.0,0.0,1.0,5.0,0,0
5014YKMAROON-XL,7.0,4.0,4.0,0.0,0.0,4.0,11.0,0,0
5014YKMAROON-XS,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
5014YKMAROON-XXL,0.0,2.0,3.0,0.0,0.0,7.0,7.0,4,0
5015YKMUSTARD-3XL,14.0,9.0,14.0,0.0,0.0,14.0,28.0,0,0
5015YKMUSTARD-4XL,10.0,6.0,10.0,0.0,0.0,10.0,20.0,0,0
5015YKMUSTARD-5XL,21.0,5.0,19.0,4.0,0.0,23.0,44.0,0,0
5015YKMUSTARD-6XL,24.0,5.0,5.0,0.0,0.0,5.0,29.0,0,0
5015YKMUSTARD-7XL,17.0,4.0,5.0,0.0,0.0,5.0,22.0,0,0
5015YKMUSTARD-8XL,21.0,3.0,4.0,0.0,0.0,4.0,25.0,0,0
5015YKMUSTARD-L,21.0,8.0,29.0,0.0,0.0,29.0,50.0,0,0
5015YKMUSTARD-M,8.0,7.0,1.0,0.0,0.0,1.0,9.0,0,0
5015YKMUSTARD-S,15.0,7.0,5.0,0.0,0.0,5.0,20.0,0,0
5015YKMUSTARD-XL,2.0,2.0,18.0,0.0,0.0,20.0,22.0,2,0
5015YKMUSTARD-XXL,17.0,6.0,20.0,0.0,0.0,20.0,37.0,0,0
5017YKSHARARA-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
5017YKSHARARA-XL,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
5017YKSHARARA-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
5018YKRED-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
5018YKRED-XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
5018YKRED-XXL,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
5019YKDENIM-3XL,0.0,0.0,8.0,0.0,0.0,17.0,17.0,9,0
5019YKDENIM-4XL,40.0,8.0,20.0,0.0,0.0,20.0,60.0,0,0
5019YKDENIM-5XL,0.0,0.0,7.0,0.0,0.0,11.0,11.0,4,0
5019YKDENIM-L,1.0,1.0,13.0,0.0,0.0,23.0,24.0,10,0
5019YKDENIM-M,22.0,4.0,7.0,0.0,0.0,7.0,29.0,0,0
5019YKDENIM-S,9.0,6.0,8.0,0.0,1.0,11.0,20.0,2,0
5019YKDENIM-XL,41.0,6.0,10.0,0.0,0.0,10.0,51.0,0,0
5019YKDENIM-XS,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0
5019YKDENIM-XXL,4.0,2.0,6.0,0.0,0.0,14.0,18.0,8,0
5020YKYELLOW-M,9.0,6.0,0.0,0.0,0.0,0.0,9.0,0,0
5020YKYELLOW-S,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
5022YKWHITE-M,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
5022YKWHITE-S,29.0,6.0,1.0,0.0,0.0,1.0,30.0,0,0
5023YKBLUE-4XL,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
5023YKBLUE-5XL,10.0,3.0,4.0,0.0,0.0,4.0,14.0,0,0
5023YKBLUE-L,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
5023YKBLUE-M,2.0,2.0,16.0,0.0,1.0,23.0,25.0,6,0
5023YKBLUE-S,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
5023YKBLUE-XL,2.0,1.0,1.0,0.0,1.0,4.0,6.0,2,0
5023YKBLUE-XS,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
5023YKBLUE-XXL,1.0,1.0,10.0,0.0,0.0,17.0,18.0,7,0
5024YKBLACK-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
5024YKBLACK-5XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
5024YKBLACK-L,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
5024YKBLACK-M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
5024YKBLACK-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
5024YKBLACK-XXL,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0
5025YKTEAL-3XL,28.0,5.0,11.0,0.0,0.0,11.0,39.0,0,0
5025YKTEAL-4XL,21.0,9.0,6.0,0.0,0.0,6.0,27.0,0,0
5025YKTEAL-5XL,22.0,6.0,7.0,0.0,0.0,7.0,29.0,0,0
5025YKTEAL-L,6.0,5.0,2.0,0.0,0.0,2.0,8.0,0,0
5025YKTEAL-M,37.0,6.0,14.0,0.0,0.0,14.0,51.0,0,0
5025YKTEAL-S,12.0,3.0,7.0,0.0,0.0,7.0,19.0,0,0
5025YKTEAL-XL,38.0,6.0,12.0,0.0,0.0,12.0,50.0,0,0
5025YKTEAL-XXL,52.0,9.0,9.0,0.0,0.0,9.0,61.0,0,0
5026YKYELLOW-L,38.0,6.0,2.0,0.0,0.0,2.0,40.0,0,0
5026YKYELLOW-M,20.0,7.0,1.0,0.0,0.0,1.0,21.0,0,0
5026YKYELLOW-S,11.0,6.0,2.0,0.0,0.0,2.0,13.0,0,0
5026YKYELLOW-XL,31.0,8.0,0.0,0.0,0.0,0.0,31.0,0,0
5026YKYELLOW-XXL,30.0,6.0,0.0,0.0,0.0,0.0,30.0,0,0
5027YKMULTI-L,18.0,9.0,1.0,0.0,0.0,1.0,19.0,0,0
5027YKMULTI-M,19.0,9.0,1.0,0.0,0.0,1.0,20.0,0,0
5027YKMULTI-S,19.0,7.0,0.0,0.0,0.0,0.0,19.0,0,0
5027YKMULTI-XL,15.0,7.0,0.0,0.0,0.0,0.0,15.0,0,0
5027YKMULTI-XXL,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0,0
5028YKMUSTARD-L,41.0,8.0,1.0,0.0,0.0,1.0,42.0,0,0
5028YKMUSTARD-M,29.0,10.0,5.0,0.0,0.0,5.0,34.0,0,0
5028YKMUSTARD-S,10.0,8.0,1.0,0.0,0.0,1.0,11.0,0,0
5028YKMUSTARD-XL,14.0,8.0,1.0,0.0,0.0,1.0,15.0,0,0
5028YKMUSTARD-XXL,15.0,7.0,1.0,0.0,0.0,1.0,16.0,0,0
5029YKMULTI-L,7.0,5.0,1.0,0.0,0.0,1.0,8.0,0,0
5029YKMULTI-M,14.0,7.0,1.0,0.0,0.0,1.0,15.0,0,0
5029YKMULTI-S,24.0,11.0,2.0,0.0,0.0,2.0,26.0,0,0
5029YKMULTI-XL,20.0,10.0,3.0,0.0,0.0,3.0,23.0,0,0
5029YKMULTI-XXL,8.0,6.0,1.0,0.0,0.0,1.0,9.0,0,0
5031YKMAROON-L-XL,22.0,15.0,2.0,0.0,0.0,2.0,24.0,0,0
5031YKMAROON-S-M,55.0,21.0,1.0,0.0,0.0,1.0,56.0,0,0
5031YKMAROON-XXL-3XL,35.0,11.0,3.0,0.0,0.0,3.0,38.0,0,0
5032YKBLACK-L-XL,27.0,13.0,2.0,0.0,0.0,4.0,31.0,2,0
5032YKBLACK-S-M,54.0,16.0,1.0,0.0,0.0,1.0,55.0,0,0
5032YKBLACK-XXL-3XL,46.0,17.0,1.0,0.0,0.0,1.0,47.0,0,0
5033YKBEIGE-3XL,21.0,6.0,15.0,0.0,0.0,15.0,36.0,0,0
5033YKBEIGE-4XL,21.0,4.0,7.0,0.0,0.0,7.0,28.0,0,0
5033YKBEIGE-5XL,10.0,4.0,13.0,0.0,0.0,13.0,23.0,0,0
5033YKBEIGE-6XL,13.0,4.0,8.0,0.0,0.0,8.0,21.0,0,0
5033YKBEIGE-8XL,22.0,6.0,13.0,0.0,0.0,13.0,35.0,0,0
5033YKBEIGE-L,16.0,4.0,10.0,0.0,0.0,10.0,26.0,0,0
5033YKBEIGE-M,25.0,3.0,11.0,0.0,0.0,11.0,36.0,0,0
5033YKBEIGE-S,36.0,4.0,8.0,0.0,0.0,8.0,44.0,0,0
5033YKBEIGE-XL,41.0,6.0,18.0,0.0,0.0,18.0,59.0,0,0
5033YKBEIGE-XXL,17.0,5.0,13.0,0.0,0.0,13.0,30.0,0,0
5034YKOFFWHITE-3XL,113.0,10.0,43.0,2.0,0.0,45.0,158.0,0,0
5034YKOFFWHITE-4XL,70.0,6.0,28.0,0.0,0.0,28.0,98.0,0,0
5034YKOFFWHITE-5XL,87.0,5.0,20.0,0.0,0.0,20.0,107.0,0,0
5034YKOFFWHITE-6XL,35.0,7.0,16.0,1.0,0.0,17.0,52.0,0,0
5034YKOFFWHITE-7XL,34.0,6.0,16.0,0.0,0.0,16.0,50.0,0,0
5034YKOFFWHITE-8XL,45.0,4.0,10.0,0.0,0.0,12.0,57.0,2,0
5034YKOFFWHITE-L,198.0,8.0,66.0,1.0,0.0,67.0,265.0,0,0
5034YKOFFWHITE-M,101.0,7.0,36.0,0.0,0.0,36.0,137.0,0,0
5034YKOFFWHITE-S,25.0,3.0,19.0,0.0,0.0,19.0,44.0,0,0
5034YKOFFWHITE-XL,172.0,13.0,73.0,0.0,0.0,73.0,245.0,0,0
5034YKOFFWHITE-XS,25.0,4.0,3.0,0.0,0.0,5.0,30.0,2,0
5034YKOFFWHITE-XXL,110.0,8.0,37.0,0.0,0.0,37.0,147.0,0,0
5035YKBLACK-4XL,1.0,1.0,1.0,0.0,0.0,5.0,6.0,4,0
5035YKBLACK-5XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
5035YKBLACK-L,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2,0
5035YKBLACK-M,9.0,4.0,10.0,0.0,0.0,10.0,19.0,0,0
5035YKBLACK-S,5.0,3.0,1.0,0.0,0.0,1.0,6.0,0,0
5035YKBLACK-XL,12.0,6.0,8.0,0.0,0.0,8.0,20.0,0,0
5035YKBLACK-XXL,10.0,5.0,9.0,0.0,0.0,9.0,19.0,0,0
5036YKGREY-L,56.0,2.0,0.0,0.0,0.0,0.0,56.0,0,0
5036YKGREY-M,76.0,3.0,1.0,0.0,0.0,1.0,77.0,0,0
5036YKGREY-S,22.0,4.0,0.0,0.0,0.0,0.0,22.0,0,0
5036YKGREY-XL,11.0,3.0,1.0,0.0,0.0,1.0,12.0,0,0
5036YKGREY-XXL,66.0,4.0,2.0,0.0,0.0,4.0,70.0,2,0
5037YKPINK-3XL,89.0,11.0,61.0,0.0,0.0,61.0,150.0,0,0
5037YKPINK-4XL,82.0,8.0,30.0,0.0,0.0,30.0,112.0,0,0
5037YKPINK-5XL,78.0,9.0,19.0,0.0,0.0,19.0,97.0,0,0
5037YKPINK-6XL,14.0,5.0,7.0,0.0,0.0,7.0,21.0,0,0
5037YKPINK-7XL,29.0,6.0,12.0,0.0,0.0,12.0,41.0,0,0
5037YKPINK-8XL,13.0,3.0,4.0,0.0,0.0,7.0,20.0,3,0
5037YKPINK-L,203.0,12.0,131.0,1.0,0.0,234.0,437.0,102,0
5037YKPINK-M,73.0,12.0,122.0,1.0,4.0,229.0,302.0,102,0
5037YKPINK-S,119.0,7.0,29.0,2.0,4.0,35.0,154.0,0,0
5037YKPINK-XL,302.0,16.0,74.0,3.0,0.0,97.0,399.0,20,0
5037YKPINK-XXL,81.0,12.0,54.0,0.0,0.0,80.0,161.0,26,0
5038YKPOWDERBLUE-3XL,45.0,9.0,8.0,0.0,0.0,8.0,53.0,0,0
5038YKPOWDERBLUE-4XL,18.0,7.0,10.0,0.0,0.0,10.0,28.0,0,0
5038YKPOWDERBLUE-5XL,47.0,7.0,15.0,0.0,0.0,15.0,62.0,0,0
5038YKPOWDERBLUE-L,54.0,5.0,12.0,0.0,0.0,12.0,66.0,0,0
5038YKPOWDERBLUE-M,40.0,5.0,13.0,0.0,0.0,13.0,53.0,0,0
5038YKPOWDERBLUE-S,15.0,5.0,6.0,0.0,0.0,6.0,21.0,0,0
5038YKPOWDERBLUE-XL,88.0,6.0,17.0,0.0,0.0,17.0,105.0,0,0
5038YKPOWDERBLUE-XXL,41.0,6.0,15.0,0.0,0.0,15.0,56.0,0,0
5039YKTEAL-3XL,12.0,4.0,6.0,1.0,1.0,8.0,20.0,0,0
5039YKTEAL-4XL,18.0,4.0,5.0,0.0,0.0,7.0,25.0,2,0
5039YKTEAL-5XL,3.0,3.0,13.0,1.0,0.0,14.0,17.0,0,0
5039YKTEAL-6XL,11.0,3.0,12.0,0.0,2.0,22.0,33.0,8,0
5039YKTEAL-7XL,31.0,5.0,6.0,0.0,0.0,6.0,37.0,0,0
5039YKTEAL-8XL,23.0,4.0,6.0,0.0,0.0,8.0,31.0,2,0
5039YKTEAL-L,14.0,6.0,29.0,0.0,0.0,39.0,53.0,10,0
5039YKTEAL-M,40.0,6.0,18.0,0.0,0.0,18.0,58.0,0,0
5039YKTEAL-S,9.0,5.0,1.0,0.0,0.0,1.0,10.0,0,0
5039YKTEAL-XL,50.0,4.0,61.0,0.0,0.0,93.0,143.0,32,0
5039YKTEAL-XXL,26.0,5.0,33.0,2.0,0.0,55.0,81.0,20,0
5040YKBEIGE-3XL,0.0,0.0,10.0,0.0,0.0,12.0,12.0,2,0
5040YKBEIGE-4XL,2.0,1.0,14.0,0.0,0.0,20.0,22.0,6,0
5040YKBEIGE-5XL,13.0,7.0,25.0,0.0,0.0,25.0,38.0,0,0
5040YKBEIGE-L,29.0,16.0,70.0,0.0,0.0,70.0,99.0,0,0
5040YKBEIGE-M,50.0,9.0,52.0,0.0,0.0,52.0,102.0,0,0
5040YKBEIGE-S,33.0,8.0,28.0,0.0,0.0,28.0,61.0,0,0
5040YKBEIGE-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
5040YKBEIGE-XXL,0.0,0.0,4.0,0.0,0.0,6.0,6.0,2,0
5041YKBOTTELGREEN-3XL,11.0,7.0,0.0,0.0,0.0,0.0,11.0,0,0
5041YKBOTTELGREEN-4XL,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0,0
5041YKBOTTELGREEN-5XL,18.0,9.0,0.0,0.0,0.0,0.0,18.0,0,0
5041YKBOTTELGREEN-6XL,25.0,4.0,11.0,0.0,0.0,11.0,36.0,0,0
5041YKBOTTELGREEN-7XL,25.0,3.0,16.0,0.0,0.0,16.0,41.0,0,0
5041YKBOTTELGREEN-8XL,39.0,4.0,7.0,0.0,0.0,7.0,46.0,0,0
5041YKBOTTELGREEN-L,9.0,7.0,0.0,0.0,0.0,0.0,9.0,0,0
5041YKBOTTELGREEN-M,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
5041YKBOTTELGREEN-S,35.0,5.0,0.0,0.0,0.0,0.0,35.0,0,0
5041YKBOTTELGREEN-XL,11.0,9.0,0.0,0.0,0.0,0.0,11.0,0,0
5041YKBOTTELGREEN-XXL,19.0,8.0,0.0,0.0,0.0,0.0,19.0,0,0
5041YKBOTTLEGREEN-3XL,0.0,0.0,26.0,2.0,0.0,28.0,28.0,0,0
5041YKBOTTLEGREEN-4XL,0.0,0.0,11.0,0.0,0.0,11.0,11.0,0,0
5041YKBOTTLEGREEN-5XL,0.0,0.0,12.0,0.0,0.0,12.0,12.0,0,0
5041YKBOTTLEGREEN-L,0.0,0.0,33.0,0.0,0.0,33.0,33.0,0,0
5041YKBOTTLEGREEN-M,0.0,0.0,25.0,0.0,0.0,31.0,31.0,6,0
5041YKBOTTLEGREEN-S,0.0,0.0,19.0,0.0,0.0,23.0,23.0,4,0
5041YKBOTTLEGREEN-XL,0.0,0.0,44.0,0.0,0.0,44.0,44.0,0,0
5041YKBOTTLEGREEN-XXL,0.0,0.0,40.0,0.0,1.0,41.0,41.0,0,0
5042YKHUNTERGREEN-3XL,19.0,3.0,0.0,0.0,0.0,0.0,19.0,0,0
5042YKHUNTERGREEN-4XL,19.0,4.0,0.0,0.0,0.0,0.0,19.0,0,0
5042YKHUNTERGREEN-5XL,17.0,4.0,3.0,0.0,0.0,5.0,22.0,2,0
5042YKHUNTERGREEN-6XL,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0,0
5042YKHUNTERGREEN-7XL,13.0,5.0,0.0,0.0,0.0,0.0,13.0,0,0
5042YKHUNTERGREEN-8XL,13.0,4.0,0.0,0.0,0.0,0.0,13.0,0,0
5042YKHUNTERGREEN-L,15.0,5.0,0.0,0.0,0.0,0.0,15.0,0,0
5042YKHUNTERGREEN-M,17.0,4.0,0.0,0.0,0.0,0.0,17.0,0,0
5042YKHUNTERGREEN-S,20.0,4.0,0.0,0.0,0.0,0.0,20.0,0,0
5042YKHUNTERGREEN-XL,14.0,6.0,1.0,0.0,0.0,3.0,17.0,2,0
5042YKHUNTERGREEN-XXL,19.0,5.0,0.0,0.0,0.0,0.0,19.0,0,0
5043YKCRYSTALTEAL-3XL,42.0,5.0,8.0,0.0,0.0,8.0,50.0,0,0
5043YKCRYSTALTEAL-4XL,44.0,5.0,0.0,0.0,0.0,0.0,44.0,0,0
5043YKCRYSTALTEAL-5XL,45.0,4.0,0.0,0.0,0.0,0.0,45.0,0,0
5043YKCRYSTALTEAL-6XL,24.0,4.0,0.0,0.0,0.0,0.0,24.0,0,0
5043YKCRYSTALTEAL-7XL,16.0,5.0,0.0,0.0,0.0,0.0,16.0,0,0
5043YKCRYSTALTEAL-8XL,12.0,3.0,0.0,0.0,0.0,0.0,12.0,0,0
5043YKCRYSTALTEAL-L,45.0,5.0,0.0,0.0,0.0,0.0,45.0,0,0
5043YKCRYSTALTEAL-M,42.0,4.0,0.0,0.0,0.0,0.0,42.0,0,0
5043YKCRYSTALTEAL-S,18.0,4.0,0.0,0.0,0.0,0.0,18.0,0,0
5043YKCRYSTALTEAL-XL,44.0,4.0,0.0,0.0,0.0,0.0,44.0,0,0
5043YKCRYSTALTEAL-XXL,45.0,5.0,0.0,0.0,0.0,0.0,45.0,0,0
5043YKRYSTALTEAL-4XL,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0,0
5043YKRYSTALTEAL-5XL,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0,0
5043YKRYSTALTEAL-6XL,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
5043YKRYSTALTEAL-7XL,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0,0
5043YKRYSTALTEAL-8XL,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0,0
5043YKRYSTALTEAL-L,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
5043YKRYSTALTEAL-M,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0,0
5043YKRYSTALTEAL-S,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0,0
5043YKRYSTALTEAL-XL,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0,0
5043YKRYSTALTEAL-XXL,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0,0
5044YKBROWN-3XL,25.0,5.0,4.0,0.0,0.0,4.0,29.0,0,0
5044YKBROWN-4XL,22.0,4.0,3.0,0.0,0.0,3.0,25.0,0,0
5044YKBROWN-5XL,9.0,4.0,9.0,0.0,0.0,9.0,18.0,0,0
5044YKBROWN-6XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
5044YKBROWN-7XL,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0,0
5044YKBROWN-8XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
5044YKBROWN-L,22.0,4.0,13.0,0.0,0.0,13.0,35.0,0,0
5044YKBROWN-M,26.0,3.0,5.0,0.0,0.0,5.0,31.0,0,0
5044YKBROWN-S,13.0,3.0,3.0,0.0,0.0,3.0,16.0,0,0
5044YKBROWN-XL,12.0,5.0,11.0,0.0,0.0,11.0,23.0,0,0
5044YKBROWN-XXL,25.0,3.0,1.0,0.0,0.0,1.0,26.0,0,0
5045YKBUBBLEGUMPINK-3XL,21.0,3.0,4.0,0.0,0.0,4.0,25.0,0,0
5045YKBUBBLEGUMPINK-4XL,20.0,4.0,5.0,0.0,0.0,5.0,25.0,0,0
5045YKBUBBLEGUMPINK-5XL,39.0,4.0,3.0,0.0,0.0,3.0,42.0,0,0
5045YKBUBBLEGUMPINK-6XL,13.0,3.0,2.0,0.0,0.0,2.0,15.0,0,0
5045YKBUBBLEGUMPINK-7XL,18.0,4.0,3.0,0.0,0.0,3.0,21.0,0,0
5045YKBUBBLEGUMPINK-8XL,6.0,3.0,6.0,0.0,0.0,7.0,13.0,1,0
5045YKBUBBLEGUMPINK-L,10.0,5.0,3.0,0.0,0.0,3.0,13.0,0,0
5045YKBUBBLEGUMPINK-M,20.0,4.0,3.0,0.0,0.0,3.0,23.0,0,0
5045YKBUBBLEGUMPINK-S,19.0,4.0,4.0,0.0,0.0,4.0,23.0,0,0
5045YKBUBBLEGUMPINK-XL,9.0,5.0,7.0,0.0,0.0,7.0,16.0,0,0
5045YKBUBBLEGUMPINK-XXL,9.0,4.0,6.0,0.0,0.0,6.0,15.0,0,0
5046HOTPINK-3XL,29.0,0.0,0.0,0.0,0.0,29.0,58.0,0,29
5046HOTPINK-4XL,23.0,0.0,0.0,0.0,0.0,23.0,46.0,0,23
5046HOTPINK-5XL,24.0,0.0,0.0,0.0,0.0,24.0,48.0,0,24
5046HOTPINK-L,27.0,0.0,0.0,0.0,0.0,27.0,54.0,0,27
5046HOTPINK-M,28.0,0.0,0.0,0.0,0.0,28.0,56.0,0,28
5046HOTPINK-S,30.0,0.0,0.0,0.0,0.0,30.0,60.0,0,30
5046HOTPINK-XL,27.0,0.0,0.0,0.0,0.0,27.0,54.0,0,27
5046HOTPINK-XXL,26.0,0.0,0.0,0.0,0.0,26.0,52.0,0,26
5047YKPASTELBLUE-3XL,40.0,4.0,2.0,0.0,0.0,2.0,42.0,0,0
5047YKPASTELBLUE-4XL,41.0,5.0,2.0,0.0,0.0,2.0,43.0,0,0
5047YKPASTELBLUE-5XL,34.0,6.0,5.0,0.0,0.0,5.0,39.0,0,0
5047YKPASTELBLUE-6XL,21.0,4.0,3.0,0.0,0.0,3.0,24.0,0,0
5047YKPASTELBLUE-7XL,33.0,4.0,4.0,0.0,0.0,4.0,37.0,0,0
5047YKPASTELBLUE-8XL,27.0,5.0,3.0,0.0,0.0,3.0,30.0,0,0
5047YKPASTELBLUE-L,25.0,4.0,10.0,0.0,0.0,10.0,35.0,0,0
5047YKPASTELBLUE-M,40.0,5.0,1.0,0.0,0.0,1.0,41.0,0,0
5047YKPASTELBLUE-S,27.0,5.0,4.0,0.0,0.0,4.0,31.0,0,0
5047YKPASTELBLUE-XL,38.0,5.0,3.0,0.0,0.0,3.0,41.0,0,0
5047YKPASTELBLUE-XXL,32.0,5.0,6.0,0.0,0.0,6.0,38.0,0,0
5048YKDEEPGREEN-3XL,40.0,7.0,0.0,0.0,0.0,0.0,40.0,0,0
5048YKDEEPGREEN-4XL,34.0,3.0,0.0,0.0,0.0,0.0,34.0,0,0
5048YKDEEPGREEN-5XL,29.0,3.0,0.0,0.0,0.0,19.0,48.0,0,19
5048YKDEEPGREEN-6XL,12.0,3.0,0.0,0.0,0.0,3.0,15.0,0,3
5048YKDEEPGREEN-7XL,12.0,3.0,0.0,0.0,0.0,0.0,12.0,0,0
5048YKDEEPGREEN-8XL,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0,0
5048YKDEEPGREEN-L,28.0,5.0,4.0,0.0,0.0,6.0,34.0,0,2
5048YKDEEPGREEN-M,40.0,4.0,1.0,0.0,0.0,2.0,42.0,0,1
5048YKDEEPGREEN-S,13.0,2.0,0.0,0.0,0.0,0.0,13.0,0,0
5048YKDEEPGREEN-XL,38.0,5.0,1.0,0.0,0.0,3.0,41.0,0,2
5048YKDEEPGREEN-XXL,37.0,7.0,0.0,0.0,0.0,39.0,76.0,0,39
5049YKMAROON-3XL,37.0,4.0,8.0,0.0,0.0,8.0,45.0,0,0
5049YKMAROON-4XL,42.0,5.0,7.0,0.0,0.0,7.0,49.0,0,0
5049YKMAROON-5XL,36.0,4.0,6.0,0.0,0.0,6.0,42.0,0,0
5049YKMAROON-6XL,4.0,4.0,2.0,0.0,0.0,2.0,6.0,0,0
5049YKMAROON-7XL,6.0,4.0,5.0,0.0,0.0,5.0,11.0,0,0
5049YKMAROON-8XL,3.0,2.0,6.0,0.0,0.0,12.0,15.0,6,0
5049YKMAROON-L,37.0,6.0,7.0,0.0,0.0,7.0,44.0,0,0
5049YKMAROON-M,41.0,4.0,3.0,0.0,0.0,3.0,44.0,0,0
5049YKMAROON-S,14.0,3.0,6.0,0.0,0.0,6.0,20.0,0,0
5049YKMAROON-XL,45.0,5.0,10.0,0.0,0.0,10.0,55.0,0,0
5049YKMAROON-XXL,36.0,7.0,6.0,0.0,0.0,6.0,42.0,0,0
56YK117MUSTARD-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
56YK117MUSTARD-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
6002YK367MULTI-S,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
6003SKDGREEN-3XL,33.0,5.0,8.0,0.0,0.0,8.0,41.0,0,0
6003SKDGREEN-4XL,13.0,4.0,6.0,0.0,0.0,6.0,19.0,0,0
6003SKDGREEN-5XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
6003SKDGREEN-XXL,19.0,6.0,1.0,0.0,0.0,1.0,20.0,0,0
6004SKDRED-3XL,43.0,5.0,0.0,0.0,0.0,0.0,43.0,0,0
6004SKDRED-4XL,38.0,4.0,0.0,0.0,0.0,0.0,38.0,0,0
6004SKDRED-5XL,53.0,4.0,1.0,0.0,0.0,1.0,54.0,0,0
6004SKDRED-XXL,33.0,6.0,1.0,0.0,0.0,1.0,34.0,0,0
6005SKDBLUE-3XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
6005SKDBLUE-4XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
6005SKDBLUE-5XL,1.0,0.0,1.0,0.0,0.0,3.0,4.0,2,0
6005SKDBLUE-XXL,5.0,3.0,2.0,0.0,0.0,2.0,7.0,0,0
6006SKDPURPLE-4XL,3.0,2.0,1.0,0.0,0.0,5.0,8.0,4,0
6006SKDPURPLE-5XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
6006SKDPURPLE-XXL,5.0,2.0,3.0,0.0,0.0,3.0,8.0,0,0
6007SKDBLUE-3XL,33.0,5.0,27.0,0.0,0.0,103.0,136.0,28,48
6007SKDBLUE-4XL,30.0,6.0,22.0,0.0,0.0,120.0,150.0,32,66
6007SKDBLUE-5XL,44.0,6.0,31.0,0.0,0.0,137.0,181.0,40,66
