OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
1080YKLEMON-XXL,29.0,7.0,12.0,0.0,0.0,12.0,41.0,0,0
1081YKYELLOW-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1081YKYELLOW-XXL,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1082YKPINK-4XL,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0
1082YKPINK-5XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1082YKPINK-L,20.0,4.0,6.0,0.0,0.0,6.0,26.0,0,0
1082YKPINK-M,19.0,6.0,8.0,0.0,0.0,8.0,27.0,0,0
1082YKPINK-S,17.0,4.0,3.0,0.0,0.0,3.0,20.0,0,0
1082YKPINK-XL,13.0,5.0,5.0,0.0,0.0,5.0,18.0,0,0
1082YKPINK-XXL,3.0,3.0,0.0,1.0,0.0,1.0,4.0,0,0
1083YKBLUE-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1085YKPINK-3XL,11.0,4.0,3.0,0.0,0.0,26.0,37.0,8,15
1085YKPINK-4XL,22.0,8.0,12.0,5.0,0.0,17.0,39.0,0,0
1085YKPINK-5XL,22.0,6.0,5.0,3.0,0.0,8.0,30.0,0,0
1085YKPINK-6XL,12.0,4.0,7.0,0.0,0.0,12.0,24.0,0,5
1085YKPINK-7XL,10.0,4.0,1.0,0.0,0.0,6.0,16.0,0,5
1085YKPINK-8XL,2.0,2.0,4.0,0.0,0.0,4.0,6.0,0,0
1085YKPINK-L,11.0,2.0,17.0,0.0,0.0,58.0,69.0,16,25
1085YKPINK-M,10.0,3.0,3.0,0.0,0.0,17.0,27.0,4,10
1085YKPINK-S,11.0,4.0,6.0,0.0,1.0,7.0,18.0,0,0
1085YKPINK-XL,4.0,3.0,0.0,0.0,0.0,5.0,9.0,0,5
1085YKPINK-XS,9.0,4.0,5.0,0.0,0.0,5.0,14.0,0,0
1085YKPINK-XXL,5.0,6.0,9.0,1.0,0.0,40.0,45.0,10,20
1086YKSKYBLUE-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1086YKSKYBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1087YKINDIGO-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1089YKGREEN-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1089YKGREEN-M,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1089YKGREEN-S,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0,0
108YK148PINKRAY-3XL,47.0,9.0,14.0,0.0,2.0,16.0,63.0,0,0
108YK148PINKRAY-4XL,61.0,10.0,12.0,0.0,0.0,15.0,76.0,2,1
108YK148PINKRAY-5XL,49.0,12.0,17.0,0.0,0.0,25.0,74.0,0,8
108YK148PINKRAY-6XL,29.0,4.0,3.0,0.0,1.0,4.0,33.0,0,0
108YK148PINKRAY-7XL,22.0,3.0,0.0,0.0,2.0,2.0,24.0,0,0
108YK148PINKRAY-8XL,13.0,6.0,1.0,0.0,0.0,1.0,14.0,0,0
108YK148PINKRAY-L,30.0,6.0,7.0,0.0,0.0,7.0,37.0,0,0
108YK148PINKRAY-M,23.0,5.0,8.0,0.0,0.0,8.0,31.0,0,0
108YK148PINKRAY-S,44.0,10.0,4.0,0.0,0.0,4.0,48.0,0,0
108YK148PINKRAY-XL,20.0,9.0,5.0,0.0,0.0,8.0,28.0,2,1
108YK148PINKRAY-XS,16.0,4.0,2.0,0.0,0.0,2.0,18.0,0,0
108YK148PINKRAY-XXL,38.0,8.0,10.0,0.0,0.0,10.0,48.0,0,0
1090YKCREAM-L,14.0,5.0,0.0,0.0,0.0,0.0,14.0,0,0
1090YKCREAM-M,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0,0
1090YKCREAM-S,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0,0
1090YKCREAM-XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1090YKCREAM-XXL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1091KDPURPLE-7-8,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
1091YKPURPLE-3XL,2.0,2.0,0.0,0.0,0.0,2.0,4.0,2,0
1091YKPURPLE-4XL,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
1091YKPURPLE-5XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1091YKPURPLE-6XL,2.0,1.0,2.0,0.0,0.0,6.0,8.0,4,0
1091YKPURPLE-7XL,5.0,2.0,1.0,0.0,0.0,1.0,6.0,0,0
1091YKPURPLE-8XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1091YKPURPLE-L,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1091YKPURPLE-M,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2,0
1091YKPURPLE-S,2.0,1.0,2.0,0.0,0.0,6.0,8.0,4,0
1091YKPURPLE-XL,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2,0
1091YKPURPLE-XS,18.0,7.0,6.0,0.0,0.0,6.0,24.0,0,0
1091YKPURPLE-XXL,2.0,1.0,0.0,0.0,0.0,2.0,4.0,2,0
1092YKPEACH-S,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1096YKBLUE-3XL,73.0,9.0,41.0,0.0,4.0,56.0,129.0,11,0
1096YKBLUE-4XL,8.0,8.0,9.0,1.0,0.0,13.0,21.0,3,0
1096YKBLUE-5XL,14.0,5.0,26.0,1.0,0.0,55.0,69.0,8,20
1096YKBLUE-6XL,62.0,6.0,5.0,0.0,0.0,60.0,122.0,0,55
1096YKBLUE-7XL,48.0,3.0,7.0,0.0,0.0,50.0,98.0,0,43
1096YKBLUE-8XL,32.0,4.0,3.0,0.0,0.0,25.0,57.0,4,18
1096YKBLUE-L,11.0,8.0,25.0,0.0,2.0,36.0,47.0,8,1
1096YKBLUE-M,241.0,10.0,40.0,8.0,0.0,252.0,493.0,3,201
1096YKBLUE-S,58.0,7.0,8.0,0.0,0.0,12.0,70.0,4,0
1096YKBLUE-XL,59.0,8.0,31.0,2.0,2.0,41.0,100.0,6,0
1096YKBLUE-XS,57.0,3.0,6.0,0.0,0.0,12.0,69.0,6,0
1096YKBLUE-XXL,49.0,10.0,16.0,16.0,3.0,120.0,169.0,6,79
1097YKGREEN-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1097YKGREEN-S,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1101YKBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1106YKBLUE-3XL,11.0,4.0,2.0,0.0,2.0,4.0,15.0,0,0
1106YKBLUE-4XL,37.0,5.0,2.0,0.0,0.0,2.0,39.0,0,0
1106YKBLUE-5XL,44.0,3.0,2.0,0.0,0.0,2.0,46.0,0,0
1106YKBLUE-6XL,16.0,5.0,2.0,0.0,0.0,2.0,18.0,0,0
1106YKBLUE-7XL,9.0,4.0,3.0,0.0,0.0,5.0,14.0,2,0
1106YKBLUE-8XL,11.0,4.0,3.0,0.0,0.0,3.0,14.0,0,0
1106YKBLUE-L,2.0,1.0,1.0,0.0,0.0,3.0,5.0,2,0
1106YKBLUE-M,17.0,7.0,1.0,0.0,0.0,1.0,18.0,0,0
1106YKBLUE-S,43.0,7.0,0.0,0.0,0.0,0.0,43.0,0,0
1106YKBLUE-XL,24.0,8.0,1.0,0.0,0.0,1.0,25.0,0,0
1106YKBLUE-XS,10.0,4.0,1.0,0.0,0.0,1.0,11.0,0,0
1106YKBLUE-XXL,48.0,7.0,1.0,0.0,0.0,1.0,49.0,0,0
1107YKPURPLE-L,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1107YKPURPLE-S,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1107YKPURPLE-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1109YKMUSTARD-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
110YK239WHITE-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
110YK239WHITE-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
110YK239WHITE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
110YK239WHITE-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1110YKPINK-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1110YKPINK-S,8.0,5.0,1.0,0.0,0.0,1.0,9.0,0,0
1112DPT21MULTI-L,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1112KDBLACK-11-12,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1112KDBLACK-13-14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1112KDBLACK-7-8,17.0,4.0,2.0,0.0,0.0,2.0,19.0,0,0
1112KDBLACK-9-10,17.0,5.0,0.0,0.0,0.0,0.0,17.0,0,0
1112YKBLACK-3XL,3.0,3.0,9.0,4.0,0.0,13.0,16.0,0,0
1112YKBLACK-4XL,5.0,5.0,6.0,0.0,0.0,6.0,11.0,0,0
1112YKBLACK-5XL,4.0,4.0,5.0,0.0,0.0,5.0,9.0,0,0
1112YKBLACK-6XL,3.0,2.0,4.0,2.0,0.0,6.0,9.0,0,0
1112YKBLACK-7XL,13.0,4.0,4.0,2.0,0.0,6.0,19.0,0,0
1112YKBLACK-8XL,6.0,5.0,11.0,3.0,0.0,14.0,20.0,0,0
1112YKBLACK-L,6.0,6.0,13.0,0.0,0.0,13.0,19.0,0,0
1112YKBLACK-M,3.0,4.0,25.0,0.0,0.0,29.0,32.0,4,0
1112YKBLACK-S,6.0,6.0,6.0,3.0,0.0,9.0,15.0,0,0
1112YKBLACK-XL,8.0,5.0,20.0,0.0,0.0,20.0,28.0,0,0
1112YKBLACK-XS,6.0,4.0,9.0,0.0,0.0,13.0,19.0,4,0
1112YKBLACK-XXL,4.0,4.0,23.0,9.0,0.0,32.0,36.0,0,0
1113YKSEAGREEN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1113YKSEAGREEN-S,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1113YKSEAGREEN-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1115YKBLUE-M,14.0,3.0,0.0,0.0,0.0,0.0,14.0,0,0
1115YKBLUE-S,24.0,4.0,0.0,0.0,0.0,0.0,24.0,0,0
1118YKGREEN-M,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1118YKGREEN-S,14.0,6.0,0.0,0.0,0.0,0.0,14.0,0,0
1119YKBLUE-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1120YKBLUE-L,7.0,5.0,1.0,0.0,0.0,1.0,8.0,0,0
1120YKBLUE-M,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0,0
1120YKBLUE-S,5.0,3.0,1.0,0.0,0.0,1.0,6.0,0,0
1120YKBLUE-XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1120YKBLUE-XXL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1122YKYELLOW-L,9.0,6.0,1.0,0.0,0.0,1.0,10.0,0,0
1122YKYELLOW-M,31.0,10.0,1.0,0.0,0.0,1.0,32.0,0,0
1122YKYELLOW-S,23.0,9.0,2.0,0.0,0.0,2.0,25.0,0,0
1122YKYELLOW-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1122YKYELLOW-XXL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1124YKPINK-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1124YKPINK-M,7.0,4.0,0.0,0.0,0.0,0.0,7.0,0,0
1124YKPINK-S,12.0,6.0,0.0,0.0,0.0,0.0,12.0,0,0
1125YKGREEN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1127YKMAROON-3XL,20.0,8.0,39.0,2.0,1.0,54.0,74.0,12,0
1127YKMAROON-4XL,26.0,8.0,41.0,1.0,0.0,42.0,68.0,0,0
1127YKMAROON-5XL,30.0,12.0,29.0,2.0,0.0,31.0,61.0,0,0
1127YKMAROON-6XL,5.0,4.0,9.0,2.0,0.0,13.0,18.0,2,0
1127YKMAROON-7XL,3.0,3.0,18.0,0.0,0.0,18.0,21.0,0,0
1127YKMAROON-8XL,3.0,2.0,10.0,0.0,0.0,10.0,13.0,0,0
1127YKMAROON-L,35.0,7.0,67.0,0.0,1.0,88.0,123.0,20,0
1127YKMAROON-M,19.0,9.0,36.0,0.0,0.0,57.0,76.0,21,0
1127YKMAROON-S,36.0,4.0,14.0,1.0,1.0,20.0,56.0,4,0
1127YKMAROON-XL,7.0,7.0,23.0,2.0,0.0,53.0,60.0,28,0
1127YKMAROON-XS,13.0,5.0,11.0,0.0,0.0,11.0,24.0,0,0
1127YKMAROON-XXL,24.0,15.0,60.0,1.0,0.0,72.0,96.0,11,0
1129YKBLUE-3XL,8.0,7.0,0.0,0.0,0.0,0.0,8.0,0,0
1129YKBLUE-4XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1129YKBLUE-5XL,3.0,2.0,0.0,0.0,0.0,2.0,5.0,2,0
1129YKBLUE-L,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1129YKBLUE-M,16.0,9.0,1.0,0.0,0.0,1.0,17.0,0,0
1129YKBLUE-S,10.0,7.0,1.0,0.0,0.0,1.0,11.0,0,0
1129YKBLUE-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1129YKBLUE-XXL,3.0,4.0,6.0,0.0,0.0,6.0,9.0,0,0
1130YKPURPLE-3XL,162.0,9.0,11.0,0.0,0.0,11.0,173.0,0,0
1130YKPURPLE-4XL,171.0,7.0,11.0,0.0,0.0,11.0,182.0,0,0
1130YKPURPLE-5XL,190.0,7.0,14.0,0.0,0.0,14.0,204.0,0,0
1130YKPURPLE-6XL,81.0,4.0,5.0,3.0,0.0,8.0,89.0,0,0
1130YKPURPLE-7XL,74.0,5.0,2.0,0.0,0.0,6.0,80.0,4,0
1130YKPURPLE-8XL,71.0,5.0,5.0,0.0,0.0,5.0,76.0,0,0
1130YKPURPLE-L,65.0,6.0,9.0,0.0,0.0,9.0,74.0,0,0
1130YKPURPLE-M,52.0,6.0,4.0,0.0,0.0,4.0,56.0,0,0
1130YKPURPLE-S,23.0,5.0,4.0,0.0,0.0,4.0,27.0,0,0
1130YKPURPLE-XL,92.0,6.0,5.0,0.0,0.0,10.0,102.0,5,0
1130YKPURPLE-XS,11.0,5.0,3.0,0.0,0.0,3.0,14.0,0,0
1130YKPURPLE-XXL,131.0,9.0,14.0,8.0,0.0,22.0,153.0,0,0
1131YKPURPLE-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1135YKMUSTARD-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1138YKMULTI-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1141YKSKYBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1142YKPINK-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1143YKGREEN-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1143YKGREEN-S,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1144YKWHITE-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1146YKMAROON-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1149YKPINK-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1149YKPINK-S,8.0,3.0,1.0,0.0,0.0,1.0,9.0,0,0
114YK243BLUE-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
114YK243BLUE-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1150YKGREY-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1152YKWHITE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1157YKMAROON-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1158YKGREEN-3XL,25.0,5.0,13.0,0.0,0.0,13.0,38.0,0,0
1158YKGREEN-4XL,19.0,9.0,6.0,0.0,0.0,8.0,27.0,2,0
1158YKGREEN-5XL,19.0,10.0,9.0,0.0,0.0,9.0,28.0,0,0
1158YKGREEN-6XL,6.0,3.0,10.0,0.0,0.0,10.0,16.0,0,0
1158YKGREEN-7XL,17.0,3.0,6.0,0.0,0.0,8.0,25.0,2,0
1158YKGREEN-8XL,3.0,3.0,5.0,0.0,0.0,5.0,8.0,0,0
1158YKGREEN-L,7.0,6.0,1.0,0.0,0.0,1.0,8.0,0,0
1158YKGREEN-M,30.0,6.0,5.0,0.0,0.0,5.0,35.0,0,0
1158YKGREEN-S,22.0,6.0,2.0,0.0,0.0,2.0,24.0,0,0
1158YKGREEN-XL,35.0,6.0,15.0,0.0,0.0,15.0,50.0,0,0
1158YKGREEN-XS,20.0,4.0,1.0,0.0,0.0,1.0,21.0,0,0
1158YKGREEN-XXL,9.0,11.0,14.0,0.0,0.0,18.0,27.0,4,0
1159YKBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
115YK243BROWN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1160YKGREEN-S,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1161YKTURQ-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1161YKTURQ-S,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0,0
1161YKTURQ-XS,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1162YKMAROON-3XL,100.0,9.0,54.0,0.0,0.0,54.0,154.0,0,0
1162YKMAROON-4XL,138.0,10.0,42.0,0.0,0.0,42.0,180.0,0,0
1162YKMAROON-5XL,70.0,9.0,31.0,0.0,0.0,31.0,101.0,0,0
1162YKMAROON-6XL,28.0,7.0,8.0,0.0,0.0,8.0,36.0,0,0
1162YKMAROON-7XL,24.0,5.0,4.0,0.0,0.0,4.0,28.0,0,0
1162YKMAROON-8XL,26.0,6.0,4.0,0.0,0.0,4.0,30.0,0,0
1162YKMAROON-L,162.0,19.0,66.0,0.0,0.0,66.0,228.0,0,0
1162YKMAROON-M,152.0,27.0,89.0,0.0,0.0,89.0,241.0,0,0
1162YKMAROON-S,96.0,8.0,42.0,0.0,0.0,42.0,138.0,0,0
1162YKMAROON-XL,80.0,24.0,89.0,0.0,0.0,89.0,169.0,0,0
1162YKMAROON-XS,31.0,8.0,15.0,0.0,0.0,15.0,46.0,0,0
1162YKMAROON-XXL,134.0,15.0,93.0,0.0,0.0,93.0,227.0,0,0
1164YKBLACK-3XL,4.0,4.0,3.0,0.0,2.0,9.0,13.0,4,0
1164YKBLACK-4XL,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0,0
1164YKBLACK-5XL,6.0,5.0,12.0,0.0,0.0,12.0,18.0,0,0
1164YKBLACK-6XL,7.0,3.0,9.0,0.0,0.0,9.0,16.0,0,0
1164YKBLACK-7XL,13.0,3.0,7.0,0.0,0.0,7.0,20.0,0,0
1164YKBLACK-8XL,43.0,6.0,8.0,0.0,0.0,8.0,51.0,0,0
1164YKBLACK-L,4.0,2.0,4.0,0.0,0.0,8.0,12.0,4,0
1164YKBLACK-M,4.0,3.0,18.0,0.0,0.0,18.0,22.0,0,0
1164YKBLACK-S,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
1164YKBLACK-XL,24.0,7.0,17.0,0.0,0.0,17.0,41.0,0,0
1164YKBLACK-XS,14.0,5.0,11.0,0.0,0.0,11.0,25.0,0,0
1164YKBLACK-XXL,4.0,2.0,9.0,4.0,0.0,19.0,23.0,6,0
1165YKBLACK-M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1165YKBLACK-S,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1166YKBLUE-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1167YKBLUE-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1167YKBLUE-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1168YKTEAL-L,23.0,5.0,0.0,0.0,0.0,0.0,23.0,0,0
1168YKTEAL-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1168YKTEAL-XL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1168YKTEAL-XXL,9.0,5.0,0.0,0.0,0.0,0.0,9.0,0,0
1169YKBLUE-S,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
116YK244BLUE-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1170YKYELLOW-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1170YKYELLOW-M,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1170YKYELLOW-S,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1170YKYELLOW-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1172YKOLIVE-3XL,46.0,7.0,11.0,0.0,0.0,11.0,57.0,0,0
1172YKOLIVE-4XL,6.0,6.0,5.0,0.0,0.0,8.0,14.0,3,0
1172YKOLIVE-5XL,3.0,3.0,4.0,0.0,0.0,6.0,9.0,2,0
1172YKOLIVE-L,15.0,4.0,2.0,0.0,0.0,2.0,17.0,0,0
1172YKOLIVE-M,19.0,7.0,1.0,0.0,0.0,1.0,20.0,0,0
1172YKOLIVE-S,53.0,5.0,2.0,0.0,0.0,2.0,55.0,0,0
1172YKOLIVE-XL,21.0,7.0,1.0,0.0,0.0,1.0,22.0,0,0
1172YKOLIVE-XXL,5.0,4.0,6.0,8.0,0.0,17.0,22.0,3,0
1179YKGREEN-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
117YK244BROWN-S,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0
1181YKPINK-L,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1181YKPINK-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1181YKPINK-S,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0,0
1181YKPINK-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1184YKBLUEPANT-L,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0
1184YKBLUEPANT-M,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0
1184YKBLUEPANT-S,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0
1184YKBLUEPANT-XL,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0
1184YKBLUEPANT-XXL,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0
1184YKGREEN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1186YKBLUE-L,24.0,12.0,3.0,0.0,0.0,3.0,27.0,0,0
1186YKBLUE-M,20.0,10.0,1.0,0.0,0.0,1.0,21.0,0,0
1186YKBLUE-S,21.0,9.0,2.0,0.0,0.0,2.0,23.0,0,0
1186YKBLUE-XL,34.0,14.0,2.0,0.0,0.0,2.0,36.0,0,0
1186YKBLUE-XXL,44.0,12.0,3.0,0.0,0.0,3.0,47.0,0,0
1187YKPINK-3XL,7.0,5.0,0.0,0.0,0.0,0.0,7.0,0,0
1187YKPINK-4XL,13.0,6.0,6.0,0.0,0.0,11.0,24.0,5,0
1187YKPINK-5XL,7.0,6.0,0.0,0.0,0.0,0.0,7.0,0,0
1187YKPINK-6XL,17.0,4.0,4.0,0.0,0.0,4.0,21.0,0,0
1187YKPINK-7XL,20.0,4.0,1.0,0.0,0.0,1.0,21.0,0,0
1187YKPINK-8XL,16.0,4.0,6.0,0.0,0.0,6.0,22.0,0,0
1187YKPINK-L,12.0,4.0,1.0,0.0,0.0,3.0,15.0,2,0
1187YKPINK-M,56.0,9.0,2.0,0.0,0.0,2.0,58.0,0,0
1187YKPINK-S,37.0,5.0,0.0,0.0,0.0,0.0,37.0,0,0
1187YKPINK-XL,8.0,3.0,10.0,0.0,0.0,12.0,20.0,2,0
1187YKPINK-XS,37.0,4.0,2.0,0.0,0.0,2.0,39.0,0,0
1187YKPINK-XXL,10.0,4.0,1.0,0.0,0.0,1.0,11.0,0,0
1188YKPINK-3XL,21.0,6.0,25.0,0.0,0.0,25.0,46.0,0,0
1188YKPINK-4XL,19.0,7.0,18.0,0.0,0.0,19.0,38.0,0,1
1188YKPINK-5XL,26.0,8.0,24.0,0.0,0.0,24.0,50.0,0,0
1188YKPINK-6XL,14.0,3.0,7.0,0.0,0.0,7.0,21.0,0,0
1188YKPINK-7XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1188YKPINK-8XL,18.0,4.0,7.0,0.0,0.0,7.0,25.0,0,0
1188YKPINK-L,17.0,3.0,14.0,0.0,0.0,14.0,31.0,0,0
1188YKPINK-M,32.0,3.0,9.0,0.0,0.0,9.0,41.0,0,0
1188YKPINK-S,15.0,4.0,5.0,0.0,0.0,5.0,20.0,0,0
1188YKPINK-XL,51.0,6.0,39.0,0.0,0.0,39.0,90.0,0,0
1188YKPINK-XS,7.0,4.0,8.0,0.0,0.0,8.0,15.0,0,0
1188YKPINK-XXL,49.0,8.0,30.0,9.0,0.0,40.0,89.0,0,1
1189YKMAROON-3XL,0.0,0.0,2.0,0.0,0.0,6.0,6.0,4,0
1189YKMAROON-4XL,15.0,9.0,17.0,3.0,0.0,20.0,35.0,0,0
1189YKMAROON-5XL,14.0,8.0,13.0,3.0,0.0,16.0,30.0,0,0
1189YKMAROON-6XL,10.0,7.0,1.0,2.0,0.0,3.0,13.0,0,0
1189YKMAROON-7XL,5.0,2.0,1.0,0.0,0.0,1.0,6.0,0,0
1189YKMAROON-8XL,48.0,6.0,5.0,6.0,0.0,11.0,59.0,0,0
1189YKMAROON-L,2.0,1.0,13.0,0.0,0.0,15.0,17.0,2,0
1189YKMAROON-M,33.0,5.0,9.0,0.0,0.0,9.0,42.0,0,0
1189YKMAROON-S,12.0,4.0,1.0,1.0,0.0,6.0,18.0,4,0
1189YKMAROON-XL,32.0,8.0,37.0,0.0,1.0,38.0,70.0,0,0
1189YKMAROON-XS,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1189YKMAROON-XXL,37.0,7.0,10.0,21.0,1.0,32.0,69.0,0,0
1190YKMULTI-3XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1190YKMULTI-L,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1190YKMULTI-M,3.0,2.0,4.0,0.0,0.0,10.0,13.0,6,0
1190YKMULTI-S,36.0,10.0,7.0,0.0,0.0,7.0,43.0,0,0
1190YKMULTI-XL,4.0,4.0,4.0,0.0,0.0,4.0,8.0,0,0
1190YKMULTI-XS,12.0,6.0,2.0,0.0,0.0,2.0,14.0,0,0
1190YKMULTI-XXL,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2,0
1191YKYELLOW-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1192YKBLUE-4XL,1.0,0.0,1.0,0.0,0.0,3.0,4.0,2,0
1192YKBLUE-L,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,0
1192YKBLUE-M,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0
1192YKBLUE-S,6.0,4.0,2.0,0.0,0.0,2.0,8.0,0,0
