seller id,warehouse id,po_type,seller sku code,sku id,sku code,style id,inventory count,blocked count,sellable inventory count,is active,modified on
36841,15774,SJIT,45233387,45233387,YARYKRTA45233387,13001084,1,,0,1,45:02.0
36841,15774,SJIT,1556YKCGREEN-XL,99185400,YARYKRTI99185400,30817042,1,,0,1,41:37.0
36841,15774,SJIT,4018DRSBLUE-M,116224677,YARYTOPS116224677,36379856,1,,0,1,10:43.0
36841,36,SJIT,1048YKCBLUE-M,99760636,YARYTOPS99760636,30984033,2,,0,1,04:02.0
36841,28,SJIT,45946604,45946604,YARYDRSS45946604,13404952,2,,0,1,45:06.0
36841,15774,SJIT,47063117,47063117,YARYTOPS47063117,13995180,1,,0,1,52:38.0
36841,28,SJIT,45233513,45233513,YARYKRTA45233513,13001144,1,,0,1,44:47.0
36841,36,SJIT,4010DRSMULTI-L,116224670,YARYTOPS116224670,36379854,1,,0,1,55:49.0
36841,36,SJIT,36382908,36382908,YARYKRTA36382908,10613114,1,,0,1,15:13.0
36841,28,SJIT,1491YKMAROON-L,76642252,YARYDRSS76642252,23964968,1,,0,1,44:55.0
36841,36,SJIT,45945190,45945190,YARYKRTA45945190,12253048,1,,0,1,10:00.0
36841,36,SJIT,37958114,37958114,YARYKRTA37958114,11007986,2,,0,1,04:43.0
36841,28,SJIT,33872063,33872063,YARYKRTA33872063,9171463,3,,0,1,44:56.0
36841,36,SJIT,37958390,37958390,YARYKRTA37958390,11008036,2,,0,1,22:49.0
